Activity Type,Heart Rate (BPM),Body Temperature (°C),Acceleration X (m/s²),Acceleration Y (m/s²),Acceleration Z (m/s²),Stressed State
walking,61.47772186407123,36.493104445485784,0.8071225966373103,-2.4883273534129895,0.8622235118869771,False
running,125.16754245378377,35.71370766249471,-0.9735461997044687,-0.6582484123338483,-1.4162270557926455,True
running,104.69203068708994,36.8414518159063,0.47635776935621926,0.4535087125544674,-1.1511537365528692,True
walking,55.23960400351131,36.78975439136989,0.5054701591666269,-0.9822940342546795,-2.839078659485427,False
walking,74.29071972515844,36.32802039304727,1.0602099074988798,0.058984221589597374,-0.809380821082754,True
cycling,63.3664488120653,37.281066579384984,2.7596600389110777,0.446872500802698,0.9567031863856584,False
walking,68.34168162235424,35.58817786638251,0.39241596717876703,-0.34254920085776497,0.5169465157483709,True
running,72.42496565794643,35.65882820139304,-0.5089636257074988,0.1704637709965709,-0.2215132629521239,True
walking,53.596007765720316,36.67046360387526,-0.025574312191994436,-0.9627325652846123,-0.02230028371805305,False
cycling,81.78178345975526,37.07517564293408,-1.7690759048891183,-0.20661127969604665,-0.6888855425754056,False
running,115.00673891771041,37.21246610686544,-0.6947131310890582,0.6102161695892225,0.20475888240178416,False
running,105.24786562306838,36.29259462344933,-0.409282438113104,0.15697296096843422,0.7658782794806148,True
running,97.26294613263644,37.089666439368195,-0.5240883979345925,-0.5865312695639355,-1.6158867874104728,False
running,91.98142281499949,36.47727920827588,0.152354872033722,0.224216404290793,0.29964768783734813,True
walking,50.5415938268027,36.48656821379556,-0.8224199323822006,0.714609790636618,0.9324348709546673,False
cycling,70.90016478216249,37.00108549953621,1.1210306673244714,-2.049941278577478,-0.4151002889633696,True
walking,60.15814026412647,36.82264708126624,0.00020706491819709385,1.1590740649558977,0.7007006121205837,True
walking,72.63501700240568,35.66072143962146,-0.009300321138614417,-0.336254738681072,2.814654444472553,False
running,111.71189632459675,37.342524334072195,-0.32789471651291785,0.42548993324023027,-0.10434279298689192,False
cycling,60.023873007522155,37.23636188686161,0.15519068385897913,1.197246923645228,0.3933070500053236,False
running,106.49542429833883,36.04907538399221,0.8250982646676347,-1.371673697230466,-0.7380570836613916,True
walking,60.722296010139495,36.719991532326844,-0.8671302157109003,-0.7094410024275466,0.1812511626020504,False
walking,56.541016360676466,36.6319126221956,-0.6581164890752567,-0.2885486958757048,0.46027162498230384,True
running,111.79200019276234,36.53388008966904,-0.30372602877666466,-0.7837535211244283,0.19484234027013805,True
walking,70.46723213279348,36.15965641953873,-1.345870923473215,1.7349365758368085,-1.0196953197088567,False
walking,71.97980935617413,36.16867563959694,-0.8192578597214978,-0.8567720938267928,0.2063617713254507,False
running,89.37671658582096,36.524671522263404,-0.47622087354465903,-0.5555467794868666,1.4621959387176369,True
walking,58.49081318964923,37.045470320705554,0.8743891807127275,0.20438903160297678,0.4486357645145273,True
cycling,87.33392669400781,36.73528181566784,0.26256132900192497,-1.2021495260760888,0.961987189071841,False
running,114.77389277316232,36.26436846842678,0.19358991136754436,-0.39568071175626385,-0.23701197001262772,False
cycling,74.17883405809033,36.99060071903294,0.8508979621679722,0.31745326125017514,0.7499002394237105,True
walking,60.2522385722124,34.790434339325,-0.13737178839939665,-0.33286040438251124,0.27926783821652595,False
walking,54.09440615443205,37.043515109218575,0.3904648499288896,-0.09338685889994829,-0.950910729687232,True
running,82.54930141269692,35.784641590149185,-0.10322175293249623,-0.5293321124483709,0.31852100479887446,True
walking,72.59968953334739,36.37050253432617,0.26536234939962844,-1.514470309180767,-0.9916966634403105,True
running,126.5956116842867,36.066849776743645,-0.5827586576115821,0.32159321133923857,-0.6328802748847919,True
running,99.90251499353818,35.64923437618845,-2.438817158276429,1.7549330716472415,0.18932830729237413,False
running,119.78567169250313,36.95618847054235,-0.13427916218630415,0.01840163078343813,0.29724427338012405,True
running,107.17616776566756,36.3175542134127,1.42274813609994,0.22526411724754952,-1.189232465077129,True
running,96.18996052395242,36.828315000191125,0.9262154022415924,0.6927227551168594,1.0539857711828762,True
cycling,88.10216256988522,36.36241608887594,0.9653974845911707,-1.2693304965466992,0.5720062783004729,True
running,124.72147949979941,36.69974423534091,1.2361307218062179,1.7025146581296056,-0.7047284356108838,True
cycling,76.16681416343489,36.578557359716825,0.08865759096143744,0.20232879642280202,-1.5375847964491753,False
walking,79.64256868478385,35.713254048196944,0.1973157074055956,1.631856899089109,-0.1449045790814313,True
running,64.6742850776217,37.050302535681666,-0.6176518954343502,-0.7330329955239894,-0.44594371386116016,False
walking,72.00767597915684,35.98555324351572,-0.31607285602704976,1.8180619225578247,0.11314045705302281,False
running,103.2340780953034,35.77093299711661,0.6157711497711416,0.7751554940347831,-0.3631166611555665,True
cycling,74.44505618517748,36.186433922728256,1.2038844371688162,0.5530400858523584,-2.00745686074501,True
cycling,82.97915708351228,37.20562017626551,-0.13944627568099954,0.23402445435314795,-0.3883469383011584,True
cycling,57.64869078131085,36.99029926585044,-0.4501892648514116,-0.24852861807444937,-0.30561911106831297,False
walking,58.66198500836464,36.3703991483453,0.0005279588565972928,1.2005316584738726,0.6336610247740587,False
running,109.24735180134573,36.32457302740561,0.6012067489291149,0.14035986984804696,-0.6981996746110497,True
walking,77.93125893097717,36.43608652955484,-1.4438548161335418,-1.9670697035871523,1.6786746733725662,False
cycling,73.06964786763083,37.368356390518535,-2.296180953137238,-1.1171864617070024,-1.911640550651757,True
walking,59.44363818676228,36.71140916326592,-0.5505368494915835,-0.1858457521927473,1.3111674978026244,False
cycling,72.67171272793526,36.63600381050969,-1.2207124259141586,0.3099989831655551,-0.2243189708781048,True
cycling,89.68820962939164,37.10694487388392,-0.5081401976473109,-0.05658848889989584,0.8595848723435562,False
cycling,84.89117712924859,36.688101286476865,-0.14778031881747153,1.2189707897936632,0.0798014840587331,False
running,95.02336262877925,36.44281374897605,-0.4532484090230134,-1.9511018640386248,1.1395555360254692,False
running,107.39437439434546,36.566363258728224,1.4524675344707454,0.1435879365051602,-0.38736196455281124,True
cycling,81.08653002270354,36.576834123536464,0.32674476460232005,-1.8179792253871547,-1.0986204251778122,False
walking,71.50738349198704,36.46564674836773,0.30047435961082836,0.7597122954841684,1.4205042872710631,False
walking,58.884228456674435,36.86368798646974,0.6222071440434019,-0.09445871444200275,-0.11348064588214118,False
running,98.13553448378616,36.586066780974825,-1.1388331177807691,0.41960997202411815,0.2215584736242106,True
cycling,75.3441709546758,36.87993750608257,1.0391117874202687,-0.8638829605897661,1.2347519140447951,True
walking,48.16148834162705,36.53015904213668,-0.07576428653545988,1.279464931657751,-1.031955242094435,False
cycling,82.52270209273385,36.316285552680746,0.6704806172412126,1.0417246640588513,0.5954908976392573,False
walking,67.8531496082781,35.688980009613275,-1.0718572330401555,0.5835443030118876,-0.5898947564628909,False
running,101.15934459729554,36.964266695706876,-1.5537587660160643,-0.12951724686344077,-0.13216935564437185,True
cycling,76.88162761795184,36.51099770485974,0.8178896580250287,0.5798572852951321,0.07227896538428889,True
cycling,61.64414038562899,36.907625719771474,0.3764095260975166,-0.7068925679873489,-1.500221861446936,False
walking,57.35705756089776,34.83893960578624,-0.9020515543575104,0.8555556590207121,-0.7788370428204348,False
walking,60.26244935474697,37.43516384437179,-0.8696630812746944,1.649480894323921,1.3510728924131392,True
walking,56.60804343179017,36.41598034305843,1.1254347844147694,1.0706105599791862,0.8861911885847956,True
cycling,81.76815096510407,37.2055628696182,-1.1894118928673278,-0.7296024698074095,-0.06263957732723487,False
running,107.65091280169594,36.021114494979216,1.6426729532559634,0.3614173172731029,0.24312345851289308,True
running,130.19328768773042,36.82967301372774,-0.9006207346478687,-1.2931415437586478,-0.29424250563645765,False
walking,62.6277926936404,35.8597817662916,0.638391925608383,0.5723903111756757,1.356583385827982,True
running,107.6382517442441,36.10566698908675,-0.3286184757489846,0.45060341286253885,-0.20035257779416388,False
walking,63.66359176113844,37.382322907596176,0.6031874310823431,-1.869816339532164,0.23184209213484805,False
running,77.4802637804652,36.33404593839971,-0.5441140021141926,-1.1617838439123638,1.146030144142065,True
cycling,81.53650294121014,36.573562748964996,-0.1627929060722942,-0.28313889674376713,-0.7773714848459066,True
walking,64.79275139196606,36.907432759172735,0.04091917539572113,-0.30085974714082625,1.558789184496894,True
running,137.81456508023908,36.71393310662362,-1.0021874557814727,-1.2094769354188053,-1.5304614097433769,False
cycling,77.83632617097331,36.50807702954494,0.7408243454201259,0.38897872935218375,1.6296421311127987,False
running,106.8368497240343,36.69598581781434,-0.5132135664715852,0.2514736089405121,-0.3726755839519746,True
cycling,81.12681458497966,37.670266314282465,-0.22859991534001858,-0.1942691319785193,-0.24269874782528175,True
cycling,67.9752660577971,36.31163387686099,-0.9943493746085122,-0.7557915001583629,-1.890010171182943,False
running,118.80124031369832,36.60398770558328,-2.5623336587953105,1.0487071264165635,-0.4547947173776929,False
running,110.73866549479239,37.01365079822565,-0.19102776260016902,1.6554071130882952,-1.0398065310268843,True
cycling,91.27842748647183,36.89480022122348,2.412615421612916,-0.4835614838465371,-0.6076463453734726,True
cycling,70.43560411799271,37.03438500811054,0.7846042878980238,-0.6121669171548207,-0.1373109657888796,False
cycling,94.93057955447114,36.879072367115725,-0.01926037973439464,0.4912076654119963,0.9577916144729056,False
walking,51.903497383586334,35.81485254976869,-0.2628908292082677,-0.35802937974698623,0.20760335140062577,True
cycling,86.43918360577776,37.1924978591777,0.02246589281204638,-0.13939720066323416,0.30767665340111383,True
walking,86.06450581871168,35.89433894129148,0.54711911517521,0.7396531517246714,-1.0955193888455623,False
cycling,64.48934540768934,36.713610959600715,-1.1808128153088449,-1.9093560875072928,-0.8807540896027302,True
walking,57.608186780507026,36.30389483406259,1.114321694668872,1.3183023248526693,1.798725018351312,False
cycling,83.94631371695546,36.53382436218887,0.7153813154412441,0.07268052432934134,-0.7352010347632466,False
cycling,75.01490916524803,36.772863979167354,0.7181857257079345,-0.4114931445621802,1.6562082520572956,True
cycling,65.52348833122522,36.6953483705753,0.4384757388097273,-0.08923415422144892,-0.2430611988808665,False
running,101.19913112779462,36.64244877915337,0.019616657693989903,-0.03757064497948127,0.0022879361435040493,True
running,89.20581541316422,37.372026742189014,0.6728612359668199,-1.7312013034449254,1.0703651602299298,True
cycling,87.0256890903722,36.71820634586418,0.591814133741378,1.494938227453236,1.2718924219386565,False
walking,51.833570869536935,36.41562506613747,-0.3540407109410238,0.041325632270618466,-0.1108125602790875,False
walking,77.02187065185656,36.887440601509084,-0.573601772896901,0.4430021304473752,-0.3882430535215389,False
cycling,70.49339057383905,37.1413798245463,0.1018562952619867,0.9515497705740428,-0.05592044852221312,False
running,94.67610493439685,35.874145272754916,1.5490201514951873,-1.0211624575603002,0.3379575282321183,False
walking,70.37877071838359,36.821825809643336,-1.2391070756539009,0.47347189903522846,0.8913036868697555,False
running,86.33626983983375,36.84207905367294,-1.46752526575244,-0.26764109089879357,0.004229858994151577,False
walking,64.82613630146274,36.323497936785834,0.16476084123651674,0.8467707752164937,0.6188862980231536,False
cycling,94.96592871764324,37.23632248461765,0.05088770185601806,-2.1272274203514954,1.638359732270941,True
running,79.56647239645567,36.38436309359458,0.1733416643704082,-0.099094300241269,0.38130961226478466,False
walking,65.19493765678871,36.40391941369801,0.24395319790850026,-0.6028206557839616,0.3116528560047783,True
cycling,81.16024001696873,36.22606708028982,-0.22320225463480511,0.4322629506341555,-1.5189108250900678,False
cycling,89.82454100333558,36.52623118073343,1.4898634386020821,0.47004418736820214,-2.6307301368290634,False
cycling,62.37223322938895,35.90714067507951,-1.6009039784765156,-0.7076258948220261,0.38837572923016833,False
running,83.29343353732081,35.60706464095965,-0.828497024780246,-0.7121738641760436,-0.09482423128087224,False
running,113.06137777915728,37.307906028317866,-0.10325476014904739,-0.11066536855732945,-0.514782674914742,True
cycling,82.09783745764976,36.0671318703435,-1.6431888111541673,-0.8966422273152082,0.24353020418634463,True
running,104.85564814486109,35.95434246594957,-0.17585440443207118,0.8419836954521269,-0.06040372919690829,True
walking,68.13914253246851,35.44798587501622,1.6614701657280182,-0.36920720044744615,1.1277802506338985,False
cycling,72.20738710602892,36.31202852716603,0.020886488295961788,-2.9069882193216414,0.0861108682589779,True
cycling,83.74725784854029,35.96691417516476,0.23070090571868349,-0.3748220566218061,-0.7469232850701676,True
running,107.01161092356632,37.33538404437904,-1.2601647651725802,-1.0385438208439723,0.990166238959289,True
cycling,66.71352245466285,36.99643750138503,-0.6163614080394775,-1.6312758154609455,-0.21713107494620248,False
walking,82.83977185471757,36.171698348172306,-0.375196380323937,-1.2374266382225725,0.5265366836723071,False
running,113.72506526371185,37.65711859594959,-0.31771509675623405,0.10940847183297006,-0.47741070619280046,True
running,87.73804575201997,36.96405292578999,1.2816437950037687,1.3286408282482312,-0.6498268854974364,True
cycling,80.00444199487605,36.355038614240996,0.5576910607251245,0.31318447386498,0.08416823018569615,False
cycling,69.43140592820862,35.092934185459036,-1.111457956937032,-0.6065033882157397,0.01282864354368512,False
cycling,87.63326597799824,37.65360617463004,0.24650477843200488,0.4559041951707027,0.479827035366833,True
running,117.45685172082334,35.852895126120664,0.49822174849678513,-0.45909031021899177,-0.26864575330974255,True
cycling,70.52621239369729,35.628316432320915,1.1401490385212665,-0.6946003691631446,-1.8363597837703973,False
walking,71.99043987663089,37.00173795157621,1.5805406865683735,-1.1543626682329844,-0.43277388358838864,True
cycling,85.32691347475603,37.60872566509952,-1.0150941918278686,-1.7518288067517191,0.7938184671438157,False
cycling,89.07771404266664,37.067105050959334,-0.8108575112103382,-0.3899237065594453,-0.29737607924310644,False
running,128.20752825189282,36.8030360678221,-1.2575778589146163,0.15805348992013185,-0.24638340251454802,True
cycling,75.67067904807085,36.72442086925888,-0.23401985910698136,-0.09662367001488972,0.9863765059059371,True
running,90.10987397242829,36.74902521323256,0.4663583744463345,-0.4159669279473586,-0.7119732272589228,True
cycling,66.06491659802771,36.76828646497994,0.9873345165891019,-0.9457460606967811,-1.5428032182428997,False
walking,53.39430452516996,36.54395780260548,-0.07595102364252276,0.6082461916849685,-0.16063111952549436,False
walking,62.42115663313923,36.62955860174912,-0.31984752325484395,-1.317131919946585,-0.484173951248737,True
running,110.48708739041909,36.48661483718709,0.15175799224874037,0.7760279138434754,-0.966246319753254,True
running,105.62330363565196,36.03585748575093,-0.835142901630023,-1.0022170189267248,-0.17537845589869072,True
cycling,87.5079597985923,36.3008858710695,2.0895387216947734,-0.752435237353035,0.49150564724678364,False
cycling,77.4001193849828,35.78473003451303,-1.6076610271180587,-1.466785190615677,-0.009288561567815747,True
walking,76.79886470985811,36.54444043012232,0.18474057889572446,-0.5014021468856367,0.30698107268623775,False
cycling,78.96324764712355,35.89389840362635,2.0236062192296393,0.9753124584779789,1.813407698515423,False
walking,92.2411625591962,36.06455792735475,0.006799844559997769,0.5156280884439565,-0.3428788615575641,True
running,112.38208226207047,36.58188419473176,-0.19003903500149447,0.9784221120280351,0.2783486346446696,False
cycling,70.145882792121,37.275962305777924,-0.3574454228104272,0.5221425459339358,-0.5092133625991345,False
running,85.84854278852647,36.942827507501,-0.18039168176240783,-1.1036698285303692,-0.8463597198869729,False
cycling,84.34910390552234,35.83333261806263,1.3728484746765302,-0.33078922432755736,-0.5849076534177698,True
walking,62.77303701192749,35.889223870560855,-2.211861911329507,-0.7801991291174627,-0.47875857152168855,False
running,112.47671686142262,36.94484055085596,1.5334337012963255,1.3305749040390402,0.35947579754712555,True
running,109.25171907685542,36.13040228102076,-1.423957152450145,-1.1967886464263116,2.3490757867007575,False
cycling,78.73579792621888,36.14842261018176,-0.2666523292344148,0.8936976893891109,-0.7160434362758403,False
running,89.03967926271322,36.77041990909983,-0.42924442029866183,0.8929538701087693,-0.4166253056154625,True
walking,49.64205833324578,35.976473140580865,0.5885532697707198,1.8296202017160872,-0.06312301311124825,False
running,92.05160727517503,36.62115387612735,-1.5981243518837476,-0.40968659262949736,0.3957988487097471,True
running,116.29205317403219,35.93997859608199,0.46217266608194285,0.7123221595801621,0.26355081195478497,False
cycling,86.75336391835151,36.272344559955094,2.0243096232868525,2.2816518365388427,1.2840957939481172,True
running,83.26771964959279,36.683990992411,-1.3631740045928105,-0.6176416769336966,-2.4263920705352082,False
cycling,82.33217074832743,35.7075595880437,0.18970616761039566,-1.5350402475323597,-2.3869298701956727,False
cycling,85.70039261511208,36.68596630683221,-0.6619821777966091,-1.8800100339077637,-0.4958781720101493,True
running,92.2383195737999,36.51117836268912,0.42588720619303577,0.7127120288613313,1.0973001875437087,True
walking,64.41000424281147,36.92221046016713,0.01914777741575206,-1.8831502080585838,-1.5656480316055963,False
cycling,76.67022036978288,36.528905837204576,-0.6414869090443096,-0.37231905293792283,-3.007632339693757,False
running,86.4131127703304,37.14186206747451,0.487872284871074,0.4373131870389607,0.5711794062192087,True
cycling,83.94138344009858,36.555061254067276,1.804348109786743,0.18517553682991406,0.24365722370271442,False
walking,67.9424366218535,36.385390497356944,-0.19090379172729868,0.42544486418417227,-1.0902084067994298,True
walking,73.10767290437052,36.583478985471366,0.7197579421481819,0.22228985580085406,-0.9855396007209299,True
cycling,91.88764140468263,36.86999720407272,-1.2932729578711637,1.2788658133133932,-0.9697437196346744,False
walking,51.760786398251454,36.62784103421321,-0.9564363768180087,-0.952316380738797,0.11053531747394013,False
running,89.52620891216692,36.57949952818394,0.47240627788037737,-0.6769951384585313,-0.626315276183007,False
running,109.75377023665067,36.04260479444007,1.484116028535965,-0.772659445270824,0.49406391897551966,True
cycling,86.22694072728504,36.3346589324142,0.35561334878566,0.8301918118626102,-2.854626662904391,False
walking,67.64852698518523,35.93993543120942,-0.31305803052315434,0.9003985883950636,-0.8568518651277993,True
running,160.41213543233053,37.3811423766437,-0.0007085945766459172,0.4512253193185082,-1.1260539609110503,True
running,109.75323292367605,35.739891358056,-1.2504077339697175,1.1834936668899279,-0.2563406783724922,True
running,119.43377932751488,35.99749758531461,0.6045153263553668,-1.1780408673763807,-0.5380477584901385,False
cycling,87.21772027203576,36.16622792987077,0.8823330623234091,1.667224111551137,0.7978437798957666,True
cycling,86.28362220243335,36.87728714425914,-0.45209033283308037,1.5232386217122582,-1.8593367716600575,True
running,99.14978605903234,36.18080624751795,-0.4700421477595015,0.7356219972457467,0.045491476330752,True
running,111.69835136571035,36.96593446640057,0.2658782296520485,1.78179890877106,0.5583364232117055,False
walking,55.88759408881652,36.116256430545064,-0.4367197360405955,-1.6566232076777738,1.8566474365619547,False
walking,56.58330894010159,36.658990038492995,-0.06613261462582246,-0.5244481362626519,-0.4817659710934752,False
walking,56.40110853667642,36.222897778471705,2.0997217891665154,-0.7353034606819523,0.32445860435251705,True
cycling,78.33306549627741,37.62099664132138,-0.24702570074599667,0.7214793237573432,-1.803862792562365,True
running,136.7796051870838,35.8680603374381,-0.3583401520212222,-1.0501407396021456,-2.391956204313024,True
cycling,59.04420861971533,36.692905310880796,-0.6475418056351592,0.7574951493374855,0.8447743757816999,False
running,112.58761442314554,36.84594519902492,0.7441919714999368,1.3705361439967134,-0.005560293648070566,True
walking,48.138417766853244,36.78085406944535,-0.181224173218103,0.6952029000839993,1.1785126897984228,False
walking,58.50098067927839,36.403361959202755,-0.649373038321426,0.2837510236615011,-1.3734028889697492,False
walking,74.86034061576977,36.538709425234494,1.321304032273012,-0.9878733409007492,0.5199021395287525,True
walking,64.55234029121142,36.6043509160123,1.4196030045136372,-0.8468509661253646,1.8688178405438531,True
running,86.16712631434483,36.43476899954961,-0.6004235657387051,1.2496189052966666,0.4197056083572659,True
walking,59.636551185577545,36.97001712277087,-1.8665399513606162,0.7793490039053323,0.27658150559104877,True
running,116.5019876453032,37.69723634869472,1.0075136898369221,-0.03901951937754412,0.008556080824349832,True
running,89.43696176088399,36.14990667568538,-0.684629825760004,-0.41790954576589057,-1.5708814571259122,True
cycling,83.1217370571257,35.66443722729612,0.7906255991627686,-2.025807873111377,1.355572935710348,False
walking,70.13665446579003,36.30462917665597,-1.9701038177118355,-1.0708524186844388,-0.6108576398050658,True
walking,58.18863684347593,37.71021722131821,0.8925973382993092,1.9114190871397234,0.5044832563830169,False
cycling,104.2299453660419,36.16412794589286,-1.2111719292807812,-1.2804555710024668,-1.5630343065712535,False
running,111.82080573774323,37.277278517261045,0.7307641190665245,0.18947982122108065,-1.1794596645077804,True
walking,46.14012326504631,37.35930200731934,0.014273067836434106,1.0074439731951985,1.4350873992222355,True
running,106.88112443034753,36.1736762720579,-0.9539394193966448,-1.2549226680022925,-0.34730228895784293,False
cycling,69.59842347209732,36.73575580299424,-0.4070363129267805,0.1847104747810833,1.4532754760425446,True
running,115.08327063436883,37.21165194411315,0.6863184569567008,0.937915537510655,-0.07823065905851781,True
walking,51.810011246290244,36.301246566964686,0.10589445311523424,0.012499321907250335,-1.8418977729578574,False
running,100.53648592762589,36.38069344637092,0.5844129804724842,2.8684030556667683,0.8920675997317206,True
running,108.23643582491357,36.25042604534386,1.9764405845154855,-1.6685992588781953,-0.5898923177556078,False
walking,72.0805259309315,36.02139139535474,-1.5642416117110514,1.0587285298838789,0.6986888135170435,True
walking,49.33462195620677,36.15564648937115,1.617212574968624,-0.17280173739646437,0.025210867540082116,False
running,96.70818508622828,35.73742098211285,0.10435593752321293,0.7719201548366751,-1.5431182279428703,True
running,97.60664813210862,36.62409968088744,-0.8987840483231282,0.44130715169924584,0.16429476537056906,False
cycling,70.83147962896629,36.10650895056688,-1.3303136257389898,-0.7331561971099966,2.196223142152799,False
walking,75.75940629764195,36.624857224884764,-0.1891203907770335,0.22899639245934025,0.4929864585144592,False
running,109.09054851675845,35.88210168347929,0.9216501119244593,-1.8579014513982872,-0.05751775300546313,False
walking,50.92433557119453,36.75626232876682,-0.12754912037753421,0.6032475005713938,1.0753434019568977,False
cycling,89.6823887335297,36.96140940068614,1.5111549302473475,0.29815846599052565,0.2106684652031108,False
running,132.29379953252297,35.50290159997719,-1.4511756900515589,0.6386601686431024,0.20953423026279433,False
running,121.72474798085264,36.68586373004037,-0.01208894784605456,1.0581183250871502,-1.0916251721591026,True
running,77.24354642099215,37.13784594600884,-1.252393444413119,0.3676198402097109,0.23384802578959837,True
walking,64.81450089821999,35.93587016324006,0.3636318826249679,0.1480894197982762,1.0354434164169448,False
cycling,93.24281337154156,37.507426368997265,0.8868873900973003,-0.8810683366612923,-0.8360621521000247,True
walking,57.48614594928308,36.9568361129593,-0.42076179368105326,-0.712220763649051,1.4244958212469476,False
running,107.99534707767914,36.17652015266115,-2.6042138566271342,1.186734620177331,-0.09170602414512598,True
cycling,87.19188358447347,36.256787853966784,0.19894814679649453,1.4363354057059785,-0.8877695115385407,True
running,87.4766712016602,36.68398900893169,0.4367385517335095,-0.23811043631205406,0.9976320769202445,True
running,102.96716716149733,36.71915238389338,0.40429475496169764,0.04600274725327412,-0.2867942357382693,True
walking,31.298668107478193,36.84124325904876,1.235782191822154,-0.9046143749937661,0.7595148874861078,True
running,88.34558316310854,36.08226785218481,-1.0710536796490489,1.1727568452674448,-0.29175863225853715,True
cycling,72.3732346754347,36.567996620877565,0.6802161054504494,0.6654168236917787,-0.059826143529903696,False
running,84.88888837665955,35.674240545624905,1.192507512477975,1.9412174364637491,0.4935602043342916,False
running,128.27094353138398,36.612165944800196,-1.7785875840065168,-0.8783230771797389,0.2908970575900059,True
walking,48.0119043386438,35.9657251541202,0.31965182591897723,-0.3780078990182172,-1.9955317804517385,True
cycling,75.96743480237735,36.205166210358946,-0.5041798310076715,0.2314459225255723,-1.1212437400943918,False
walking,64.83277370924716,36.987976410629805,-0.08152267310164589,0.6464895377257707,0.9294099847908155,False
running,126.96695169088316,37.02412019181431,0.34767648353833636,-0.21566763754763232,-0.13213658890154725,False
walking,48.79859890390407,36.90386477349888,-0.4872285641135523,-0.8729610904537004,-0.5237313027714218,True
walking,79.73389818173254,35.92887420041703,-0.6757080791616118,0.8814075289235711,-1.3585740152574743,False
walking,58.854519681105764,36.304950787615994,0.0341524174880246,0.7211353625455816,-1.0797363212758484,False
walking,53.97444290455592,37.107612476824464,-1.0872459388628026,-0.9162741005637249,-2.0217986399619474,False
running,106.0158901644335,36.43725816757646,-1.0858251288851855,1.3554428011054958,-0.10128071870153288,True
running,109.25826074122969,37.507250079286244,0.6793732829565033,1.1701987091966037,-0.5984375805810469,False
cycling,72.26481971158952,36.76808256796658,-1.148794035158656,0.13429649724779288,-0.9665878909853152,True
walking,63.83345754204913,36.55380356568323,0.6663125009092119,0.07959786237603639,-0.0681234251679531,True
walking,60.931946275703275,36.416090243956894,0.4625912928539512,0.5540577711159071,0.3639706308527381,True
cycling,80.89629966348629,36.67858875410621,-1.7258067287905967,-0.8617030702562581,2.0931979322099448,False
walking,68.36622594235254,36.54362934270927,-0.6775646523356551,0.03003147916408217,-1.5118834195632136,False
